reviewContent,ground_truth_aspects
"প্যাকেজিং ভালোই ছিলো। 
দ্রুত সময়ে ডেলেভারি পেয়েছি।কেউ চাইলে নিতে পারেন।","delivery, packaging"
"মাত্র 8 ঘণ্টায় ডেলিভারি পেয়েছি, সার্ভিস নিয়ে  খুব খুশি। এই প্রথা চালিয়ে যান।","service, delivery"
ভালোই আছে কিন্তু 5 টাকার মসলার জন্য 10 টাকার প্যাকেজিং খুব ভালো 😆😆,"packaging, price, product"
আলহামদুলিল্লাহ। ঠিক ঠাক ভাবে হাতে পেয়েছি। এবং পণ্য ঠিক আছে।,"product, packaging"
"দারাজ মার্ট এর  আসল পণ্য, এবং লম্বা  মেয়াদ ও আছে ","product, shelf"
একমাত্র এটাই ঠিকঠাক পাইনাই। ৫ পিস অর্ডার করছিলাম। দিয়েছে ৩ পিস।,service
পণ্যগুলি এবং রাইডার দুটোই খুব ভালো। ধন্যবাদ দারাজ এমন সেবা দেওয়ার জন্য।,"product, service, rider"
এটা আমার জন্যে সত্যি খুব কুল  😎। আপনারা সবাই এই বিক্রেতার থেকে নিতে পারেন।,seller
"খুবই ভালো মানের প্রডাক্ট, বাইরে এমনটা পাওয়া যায় না। আমি আনন্দিত",product
"আমার ভালো লাগছে তাই আমি নিছি, আপনারা ভালো মনে করলে নিতে পারেন! ",product
"3 টি প্যাকেট দেওয়ার কথা ছিল, কিন্তু 1 টি পেয়েছি ভাই
এটা খারাপ অভ্যাস।",service
কি রিভিউ দিব বুঝতেছি না। নিত্য প্রয়োজনীয় জিনিস দারাজ থেকে কিনি,service
ভালো অবস্থায় পেয়েছি। ডেলিভারি ম্যান খুব সহযোগী।,"packaging, rider"
"আমি শুধুমাত্র ১ প্যাক পেয়েছি  ৬ প্যাকের বদলে, প্যাকেজিং খুব খারাপ ছিল 👎👎","service, packaging"
"খুব ভালো পণ্য। এবং সব কিছু ভালো আছে। 
আমি ডারাজ.কম ভালোবাসি।",product
"এটা ৩টাকা করে কিনেছিলাম, ভালো ছিল মেয়াদও ছিল কোন সমস্যা নেই ","shelf, price, product"
খুব ভালো প্রোডাক্ট ছেলেদের ব্যবহার অনেক ভালো ধন্যবাদ দারাজ।,product
পণ্যটি সঠিক সময়ে পেয়েছি এবং ডেলিভারি ম্যান ভালো আচরণ করেছে ।,"delivery, rider"
"বরাবরই ভালো,আর সাথে একটা উপহারও দিয়েছে তার জন্য অনেক ধন্যবাদ",service
"এই পণ্যগুলি একটি ফ্রি গিফ্ট সহে এসেছিল,
অনেক ধন্যবাদ।",service
বাজে অভিজ্ঞতা। 100 টাকা লস করে 60 টাকা এর পণ্য কিনতে হয়েছে,"service, price"
খুব সুন্দর ছিল। ধন্যবাদ Nestle 🥰🙏 প্যাকেজিংটি অনেক ভালো ছিল।,"product, packaging"
একটা প্যাকেট ছেড়া ছিলো। বাকি দুইটা ভালো অবস্থায় এসেছে।,packaging
"গুণগতি সম্পূর্ণ ছিল।
ক্রয় করেছিলেন ★ মুইনুদ্দিন গৌস ★",product
